fiscal_year,agency,state,value
20200609,巨富工業有限公司,寬大食品有限公司,1
20200609,復進企業股份有限公司,全盛美食有限公司,3
20200609,三統食品有限公司,全盛美食有限公司,1
20200609,三統食品有限公司,珍品軒食品有限公司,1
20200609,冠霖物流有限公司,雙翼食品有限公司,3
20200609,源泉興食品有限公司,宏遠國際餐飲股份有限公司,1
20200609,巨富工業有限公司,新北食品股份有限公司,1
20200609,復進企業股份有限公司,統鮮美食股份有限公司,1
20200609,超秦企業股份有限公司,全盛美食有限公司,3
20200609,超秦企業股份有限公司,雙翼食品有限公司,1
20200609,泓霖食品有限公司,新北食品股份有限公司,1
20200610,東昇米糧食品有限公司,統鮮美食股份有限公司,1
20200610,林岵屺企業股份有限公司,食家安飲食文化股份有限公司,1
20200610,泓霖食品有限公司,新北食品股份有限公司,1
20200610,桂冠實業股份有限公司,上將食品有限公司,1
20200610,名間鄉蔬菜產銷班第一班,宏遠國際餐飲股份有限公司,1
20200610,十方物聯有限公司,統鮮美食股份有限公司,1
20200610,復進企業股份有限公司,統鮮美食股份有限公司,2
20200610,三統食品有限公司,珍品軒食品有限公司,2
20200610,盛隆食品有限公司,愛欣食品有限公司,2
20200610,祥亮行銷事業股份有限公司,雙翼食品有限公司,2
20200610,冠霖物流有限公司,雙翼食品有限公司,2
20200610,中華民國全國漁會,全盛美食有限公司,1
20200610,萬金畜牧場,雙翼食品有限公司,1
20200610,玖億珍鮮食品有限公司,久翔食品股份有限公司,1
20200610,泓霖食品有限公司,久翔食品股份有限公司,1
20200610,超秦企業股份有限公司,全盛美食有限公司,1
20200610,雅勝冷凍食品股份有限公司,百原食品有限公司,1
20200610,冠霖物流有限公司,新北食品股份有限公司,1
20200610,家騏有限公司,統鮮美食股份有限公司,2
20200610,三統食品有限公司,統鮮美食股份有限公司,2
20200610,三統食品有限公司,愛欣食品有限公司,2
20200610,泓霖食品工業有限公司,上將食品有限公司,2
20200610,祥亮行銷事業股份有限公司,統鮮美食股份有限公司,1
20200610,鼎耀食品股份有限公司,久翔食品股份有限公司,1
20200610,冠霖物流有限公司,上將食品有限公司,2
20200610,瑞飛興業有限公司,雙翼食品有限公司,2
20200610,萬偉股份有限公司,上將食品有限公司,1
20200610,蓮漁發水產行,愛欣食品有限公司,1
20200610,達營食品有限公司,上將食品有限公司,1
20200610,冠霖物流有限公司,愛欣食品有限公司,2
20200610,家騏有限公司,久翔食品股份有限公司,3
20200610,巨富食品股份有限公司,食家安飲食文化股份有限公司,1
20200610,冠霖物流有限公司,統鮮美食股份有限公司,1
20200610,泓霖食品有限公司,味味美食有限公司,1
20200610,安得利食品股份有限公司,久翔食品股份有限公司,1
20200610,雅勝冷凍食品股份有限公司,統鮮美食股份有限公司,1
20200610,澤宇冷凍食品有限公司,寬大食品有限公司,1
20200610,中華民國全國漁會,新北食品股份有限公司,1
20200610,十方物聯有限公司,久翔食品股份有限公司,1
20200610,三橋食品股份有限公司,雙翼食品有限公司,1
20200610,巨富工業有限公司,寬大食品有限公司,1
20200610,三統食品有限公司,味味美食有限公司,1
20200610,上德食品有限公司,上將食品有限公司,1
20200610,中華民國全國漁會,久翔食品股份有限公司,1
20200610,超秦企業股份有限公司,雙翼食品有限公司,1
20200610,上耀商行,統鮮美食股份有限公司,1
20200610,百士達食品有限公司,愛欣食品有限公司,1
20200611,今元肉品股份有限公司,雙翼食品有限公司,1
20200611,冠霖物流有限公司,統鮮美食股份有限公司,1
20200611,百士達食品有限公司,愛欣食品有限公司,1
20200611,冠霖物流有限公司,雙翼食品有限公司,2
20200611,三統食品有限公司,全盛美食有限公司,1
20200611,三統食品有限公司,珍品軒食品有限公司,2
20200611,泓霖食品有限公司,新北食品股份有限公司,1
20200611,家騏有限公司,久翔食品股份有限公司,1
20200611,三統食品有限公司,統鮮美食股份有限公司,2
20200611,東昇米糧食品有限公司,統鮮美食股份有限公司,1
20200611,冠霖物流有限公司,上將食品有限公司,3
20200611,三統食品有限公司,愛欣食品有限公司,2
20200611,泓霖食品工業有限公司,上將食品有限公司,3
20200611,三統食品有限公司,百原食品有限公司,1
20200611,泓霖食品工業有限公司,全盛美食有限公司,1
20200611,冠霖物流有限公司,新北食品股份有限公司,2
20200611,洽富實業股份有限公司,食家安飲食文化股份有限公司,2
20200611,家騏有限公司,全盛美食有限公司,1
20200611,雅勝冷凍食品股份有限公司,百原食品有限公司,1
20200611,泓霖食品有限公司,久翔食品股份有限公司,2
20200611,泓霖食品工業有限公司,宏遠國際餐飲股份有限公司,1
20200611,泓霖食品有限公司,味味美食有限公司,2
20200611,萬偉股份有限公司,宏遠國際餐飲股份有限公司,1
20200611,中央畜產有限公司,雙翼食品有限公司,1
20200611,巨富食品股份有限公司,食家安飲食文化股份有限公司,1
20200611,盛隆食品有限公司,愛欣食品有限公司,2
20200611,祥亮行銷事業股份有限公司,雙翼食品有限公司,1
20200611,家騏有限公司,統鮮美食股份有限公司,2
20200611,超秦企業股份有限公司,全盛美食有限公司,2
20200611,三統食品有限公司,味味美食有限公司,2
20200611,萬偉股份有限公司,上將食品有限公司,2
20200611,鼎昌實業有限公司,雙翼食品有限公司,1
20200611,巨富工業有限公司,寬大食品有限公司,1
20200611,冠霖物流有限公司,愛欣食品有限公司,2
20200611,澤宇冷凍食品有限公司,寬大食品有限公司,1
20200611,復進企業股份有限公司,全盛美食有限公司,2
20200611,十方物聯有限公司,統鮮美食股份有限公司,1
20200611,洽富實業股份有限公司,雙翼食品有限公司,1
20200611,祥圃實業股份有限公司,食家安飲食文化股份有限公司,1
20200611,復進企業股份有限公司,統鮮美食股份有限公司,1
20200611,台全珍豬工業股份有限公司,雙翼食品有限公司,1
20200612,台全珍豬工業股份有限公司,雙翼食品有限公司,2
20200612,玖億珍鮮食品有限公司,宏遠國際餐飲股份有限公司,1
20200612,三統食品有限公司,味味美食有限公司,1
20200612,復進企業股份有限公司,全盛美食有限公司,1
20200612,澤宇冷凍食品有限公司,寬大食品有限公司,2
20200612,祥亮行銷事業股份有限公司,久翔食品股份有限公司,1
20200612,超秦企業股份有限公司,雙翼食品有限公司,1
20200612,今元肉品股份有限公司,久翔食品股份有限公司,1
20200612,超秦企業股份有限公司,全盛美食有限公司,1
20200612,玖億珍鮮食品有限公司,全盛美食有限公司,1
20200612,林岵屺企業股份有限公司,食家安飲食文化股份有限公司,1
20200612,泓霖食品工業有限公司,宏遠國際餐飲股份有限公司,2
20200612,中華民國全國漁會,味味美食有限公司,1
20200612,巨富食品股份有限公司,食家安飲食文化股份有限公司,2
20200612,泓霖食品有限公司,味味美食有限公司,2
20200612,三統食品有限公司,愛欣食品有限公司,1
20200612,玖億珍鮮食品有限公司,久翔食品股份有限公司,1
20200612,鼎耀食品股份有限公司,久翔食品股份有限公司,1
20200612,雅勝冷凍食品股份有限公司,百原食品有限公司,1
20200612,雅勝冷凍食品股份有限公司,久翔食品股份有限公司,1
20200612,家騏有限公司,全盛美食有限公司,1
20200612,萬偉股份有限公司,上將食品有限公司,2
20200612,冠霖物流有限公司,統鮮美食股份有限公司,1
20200612,冠霖物流有限公司,新北食品股份有限公司,5
20200612,泰安食品股份有限公司,上將食品有限公司,1
20200612,冠霖物流有限公司,上將食品有限公司,2
20200612,澤宇冷凍食品有限公司,味味美食有限公司,3
20200612,長福食品有限公司,宏遠國際餐飲股份有限公司,1
20200612,家騏有限公司,久翔食品股份有限公司,3
20200612,復進企業股份有限公司,統鮮美食股份有限公司,2
20200612,中央畜產有限公司,雙翼食品有限公司,1
20200612,北台肉雞運銷合作社(大成長城企業股份有限公司),上將食品有限公司,1
20200612,上耀商行,上將食品有限公司,1
20200612,泓霖食品有限公司,新北食品股份有限公司,2
20200612,瑞飛興業有限公司,雙翼食品有限公司,1
20200612,三統食品有限公司,全盛美食有限公司,1
20200612,上德食品有限公司,宏遠國際餐飲股份有限公司,1
20200612,陸弘股份有限公司,百原食品有限公司,1
20200612,今元肉品股份有限公司,雙翼食品有限公司,2
20200612,冠霖物流有限公司,全盛美食有限公司,1
20200612,冠霖物流有限公司,雙翼食品有限公司,2
20200612,百士達食品有限公司,愛欣食品有限公司,1
20200612,新和興海洋企業股份有限公司,宏遠國際餐飲股份有限公司,1
20200612,瑞飛興業有限公司,久翔食品股份有限公司,1
20200613,冠霖物流有限公司,統鮮美食股份有限公司,1
20200613,百士達食品有限公司,愛欣食品有限公司,1
20200613,盛隆食品有限公司,愛欣食品有限公司,1
20200613,家騏有限公司,統鮮美食股份有限公司,2
20200613,超秦企業股份有限公司,上將食品有限公司,1
20200613,冠霖物流有限公司,愛欣食品有限公司,3
20200613,復進企業股份有限公司,統鮮美食股份有限公司,1
20200613,萬偉股份有限公司,上將食品有限公司,2
20200613,祖德素食有限公司,統鮮美食股份有限公司,1
20200614,泓霖食品工業有限公司,上將食品有限公司,1
20200614,冠霖物流有限公司,上將食品有限公司,1
20200615,正成商行,上將食品有限公司,1
20200615,洽富實業股份有限公司,食家安飲食文化股份有限公司,2
20200615,中央畜產有限公司,雙翼食品有限公司,1
20200615,盛隆食品有限公司,愛欣食品有限公司,1
20200615,三統食品有限公司,愛欣食品有限公司,1
20200615,泓霖食品工業有限公司,宏遠國際餐飲股份有限公司,1
20200615,台灣卜蜂企業股份有限公司,雙翼食品有限公司,1
20200615,明嵩企業社,全盛美食有限公司,1
20200615,超秦企業股份有限公司,上將食品有限公司,1
20200615,萬偉股份有限公司,全盛美食有限公司,2
20200615,家騏有限公司,久翔食品股份有限公司,2
20200615,復進企業股份有限公司,統鮮美食股份有限公司,1
20200615,萬偉股份有限公司,上將食品有限公司,3
20200615,台全珍豬工業股份有限公司,雙翼食品有限公司,1
20200615,冠霖物流有限公司,統鮮美食股份有限公司,1
20200615,祥亮行銷事業股份有限公司,統鮮美食股份有限公司,1
20200615,冠霖物流有限公司,新北食品股份有限公司,3
20200615,泓霖食品有限公司,久翔食品股份有限公司,4
20200615,三橋食品股份有限公司,久翔食品股份有限公司,1
20200615,超秦企業股份有限公司,全盛美食有限公司,3
20200615,三橋食品股份有限公司,雙翼食品有限公司,1
20200615,上耀商行,久翔食品股份有限公司,1
20200615,泓霖食品有限公司,味味美食有限公司,1
20200615,巨富食品股份有限公司,食家安飲食文化股份有限公司,3
20200615,冠霖物流有限公司,愛欣食品有限公司,1
20200615,瑞飛興業有限公司,雙翼食品有限公司,1
20200615,中華民國全國漁會,雙翼食品有限公司,1
20200615,澤宇冷凍食品有限公司,寬大食品有限公司,2
20200615,上耀商行,上將食品有限公司,1
20200616,萬偉股份有限公司,上將食品有限公司,2
20200616,巨富食品股份有限公司,食家安飲食文化股份有限公司,2
20200616,盛隆食品有限公司,愛欣食品有限公司,1
20200616,泓霖食品工業有限公司,上將食品有限公司,1
20200616,雅勝冷凍食品股份有限公司,百原食品有限公司,2
20200616,家騏有限公司,統鮮美食股份有限公司,1
20200616,超秦企業股份有限公司,全盛美食有限公司,2
20200616,泰安食品有限公司,全盛美食有限公司,1
20200616,家騏有限公司,久翔食品股份有限公司,3
20200616,佳豐富食品行,新北食品股份有限公司,1
20200616,泓霖食品有限公司,味味美食有限公司,2
20200616,泓霖食品有限公司,新北食品股份有限公司,1
20200616,超秦企業股份有限公司,雙翼食品有限公司,1
20200616,十方物聯有限公司,統鮮美食股份有限公司,1
20200616,復進企業股份有限公司,統鮮美食股份有限公司,3
20200616,東豪冷凍食品股份有限公司,雙翼食品有限公司,1
20200616,冠霖物流有限公司,雙翼食品有限公司,2
20200616,三統食品有限公司,全盛美食有限公司,1
20200616,三統食品有限公司,珍品軒食品有限公司,1
20200616,台全珍豬工業股份有限公司,雙翼食品有限公司,1
20200616,玖億珍鮮食品有限公司,統鮮美食股份有限公司,1
20200616,中華民國全國漁會,味味美食有限公司,1
20200616,泓霖食品有限公司,久翔食品股份有限公司,1
20200616,永新肉品興業有限公司,宏遠國際餐飲股份有限公司,1
20200616,百士達食品有限公司,愛欣食品有限公司,1
20200616,三統食品有限公司,愛欣食品有限公司,1
20200616,鼎耀食品股份有限公司,久翔食品股份有限公司,1
20200616,泓霖食品工業有限公司,全盛美食有限公司,1
20200616,上耀商行,統鮮美食股份有限公司,1
20200616,冠霖物流有限公司,全盛美食有限公司,1
20200616,萬偉股份有限公司,全盛美食有限公司,1
20200616,百士達食品有限公司,統鮮美食股份有限公司,1
20200616,萬偉股份有限公司,宏遠國際餐飲股份有限公司,1
20200616,三統食品有限公司,上將食品有限公司,1
20200616,三統食品有限公司,統鮮美食股份有限公司,1
20200616,冠霖物流有限公司,新北食品股份有限公司,3
20200616,萬偉股份有限公司,久翔食品股份有限公司,1
20200616,三統食品有限公司,味味美食有限公司,1
20200616,冠霖物流有限公司,統鮮美食股份有限公司,1
20200616,萬金畜牧場,雙翼食品有限公司,1
20200616,冠霖物流有限公司,上將食品有限公司,1
20200617,中央畜產有限公司,雙翼食品有限公司,1
20200617,家騏有限公司,久翔食品股份有限公司,2
20200617,瑞飛興業有限公司,雙翼食品有限公司,1
20200617,巨富食品股份有限公司,食家安飲食文化股份有限公司,1
20200617,東昇米糧食品有限公司,統鮮美食股份有限公司,1
20200617,三統食品有限公司,久翔食品股份有限公司,1
20200617,三統食品有限公司,百原食品有限公司,1
20200617,鼎耀國際食品股份有限公司,統鮮美食股份有限公司,2
20200617,安得利食品股份有限公司,食家安飲食文化股份有限公司,1
20200617,三統食品有限公司,全盛美食有限公司,1
20200617,盛隆食品有限公司,愛欣食品有限公司,1
20200617,三統食品有限公司,統鮮美食股份有限公司,1
20200617,陸弘股份有限公司,百原食品有限公司,1
20200617,復進企業股份有限公司,統鮮美食股份有限公司,2
20200617,台全珍豬工業股份有限公司,雙翼食品有限公司,1
20200617,冠霖物流有限公司,統鮮美食股份有限公司,1
20200617,萬偉股份有限公司,宏遠國際餐飲股份有限公司,1
20200617,鼎昌實業有限公司,雙翼食品有限公司,1
20200617,泓霖食品有限公司,久翔食品股份有限公司,1
20200617,萬偉股份有限公司,上將食品有限公司,2
20200617,冠霖物流有限公司,新北食品股份有限公司,1
20200617,洽富實業股份有限公司,食家安飲食文化股份有限公司,2
20200617,冠霖物流有限公司,上將食品有限公司,2
20200617,祥圃實業股份有限公司,食家安飲食文化股份有限公司,2
20200617,巨富工業有限公司,寬大食品有限公司,1
20200617,冠霖物流有限公司,愛欣食品有限公司,2
20200617,佳豐富食品行,新北食品股份有限公司,1
20200617,三統食品有限公司,味味美食有限公司,2
20200617,程弘實業有限公司,味味美食有限公司,1
20200617,三統食品有限公司,珍品軒食品有限公司,3
20200617,百士達食品有限公司,愛欣食品有限公司,2
20200617,泓霖食品有限公司,新北食品股份有限公司,1
20200617,澤宇冷凍食品有限公司,寬大食品有限公司,2
20200618,泓霖食品有限公司,久翔食品股份有限公司,1
20200618,中華民國全國漁會,宏遠國際餐飲股份有限公司,1
20200618,泓霖食品工業有限公司,全盛美食有限公司,1
20200618,冠霖物流有限公司,上將食品有限公司,1
20200618,三統食品有限公司,百原食品有限公司,1
20200618,菖駿企業社,味味美食有限公司,1
20200618,三統食品有限公司,愛欣食品有限公司,1
20200618,巨富食品股份有限公司,食家安飲食文化股份有限公司,2
20200618,台灣卜蜂企業股份有限公司,全盛美食有限公司,3
20200618,雅勝冷凍食品股份有限公司,統鮮美食股份有限公司,1
20200618,澤宇冷凍食品有限公司,寬大食品有限公司,2
20200618,三統食品有限公司,統鮮美食股份有限公司,2
20200618,萬偉股份有限公司,全盛美食有限公司,3
20200618,百士達食品有限公司,愛欣食品有限公司,2
20200618,復進企業股份有限公司,久翔食品股份有限公司,1
20200618,三統食品有限公司,味味美食有限公司,2
20200618,玖億珍鮮食品有限公司,宏遠國際餐飲股份有限公司,1
20200618,欣光食品股份有限公司,宏遠國際餐飲股份有限公司,1
20200618,泳祐實業有限公司,統鮮美食股份有限公司,1
20200618,萬偉股份有限公司,上將食品有限公司,2
20200618,泓霖食品工業有限公司,宏遠國際餐飲股份有限公司,2
20200618,泓霖食品有限公司,味味美食有限公司,1
20200618,總鋪師,百原食品有限公司,1
20200618,泓霖食品工業有限公司,上將食品有限公司,4
20200618,祥亮行銷事業股份有限公司,雙翼食品有限公司,1
20200618,中央畜產有限公司,雙翼食品有限公司,1
20200618,超秦企業股份有限公司,全盛美食有限公司,1
20200618,林岵屺企業股份有限公司,食家安飲食文化股份有限公司,1
20200618,家騏有限公司,統鮮美食股份有限公司,2
20200618,萬金畜牧場,雙翼食品有限公司,1
20200618,玖億珍鮮食品有限公司,味味美食有限公司,1
20200618,冠霖物流有限公司,愛欣食品有限公司,2
20200618,家騏有限公司,久翔食品股份有限公司,2
20200618,超秦企業股份有限公司,雙翼食品有限公司,1
20200618,澤宇冷凍食品有限公司,上將食品有限公司,1
20200618,三統食品有限公司,全盛美食有限公司,2
20200618,川武食品股份有限公司,雙翼食品有限公司,1
20200618,台灣卜蜂企業股份有限公司,雙翼食品有限公司,1
20200618,復進企業股份有限公司,統鮮美食股份有限公司,2
20200618,三統食品有限公司,珍品軒食品有限公司,4
20200618,台全珍豬工業股份有限公司,雙翼食品有限公司,1
20200618,東豪冷凍食品股份有限公司,雙翼食品有限公司,1
20200618,冠霖物流有限公司,雙翼食品有限公司,1
20200619,中華民國全國漁會,全盛美食有限公司,1
20200619,復進企業股份有限公司,統鮮美食股份有限公司,1
20200619,三統食品有限公司,珍品軒食品有限公司,1
20200619,台全珍豬工業股份有限公司,雙翼食品有限公司,1
20200619,尚品肉鬆實業有限公司,上將食品有限公司,1
20200619,冠霖物流有限公司,雙翼食品有限公司,2
20200619,三統食品有限公司,全盛美食有限公司,1
20200619,佳晉食品有限公司,百原食品有限公司,1
20200619,上德食品有限公司,久翔食品股份有限公司,1
20200619,超秦企業股份有限公司,全盛美食有限公司,1
20200619,鼎耀國際食品股份有限公司,統鮮美食股份有限公司,1
20200619,洽富實業股份有限公司,食家安飲食文化股份有限公司,2
20200619,玖億珍鮮食品有限公司,久翔食品股份有限公司,1
20200619,萬偉股份有限公司,宏遠國際餐飲股份有限公司,1
20200619,中央畜產有限公司,雙翼食品有限公司,1
20200619,泓霖食品工業有限公司,上將食品有限公司,1
20200619,雅勝冷凍食品股份有限公司,百原食品有限公司,1
20200619,瑞飛興業有限公司,雙翼食品有限公司,1
20200619,巨富食品股份有限公司,食家安飲食文化股份有限公司,1
20200619,泓霖食品有限公司,味味美食有限公司,2
20200619,萬偉股份有限公司,上將食品有限公司,1
20200619,復進企業股份有限公司,久翔食品股份有限公司,1
20200619,保證責任南投縣名間鄉菇菌類生產合作社,全盛美食有限公司,1
20200619,大台北興業有限公司,食家安飲食文化股份有限公司,1
20200619,百士達食品有限公司,愛欣食品有限公司,2
20200619,三統食品有限公司,味味美食有限公司,2
20200619,上耀商行,統鮮美食股份有限公司,2
20200619,中華民國全國漁會,雙翼食品有限公司,1
20200619,三統食品有限公司,上將食品有限公司,1
20200619,三統食品有限公司,統鮮美食股份有限公司,1
20200619,盛隆食品有限公司,愛欣食品有限公司,1
20200619,澤宇冷凍食品有限公司,寬大食品有限公司,3
20200619,三統食品有限公司,百原食品有限公司,1
20200619,上德食品有限公司,統鮮美食股份有限公司,1
20200619,泓霖食品工業有限公司,全盛美食有限公司,1
20200619,東昇米糧食品有限公司,統鮮美食股份有限公司,1
20200619,冠霖物流有限公司,上將食品有限公司,1
20200619,祥圃實業股份有限公司,食家安飲食文化股份有限公司,1
20200619,三統食品有限公司,愛欣食品有限公司,1
20200619,百士達食品有限公司,統鮮美食股份有限公司,1
20200619,泓霖食品有限公司,久翔食品股份有限公司,1
20200619,家騏有限公司,久翔食品股份有限公司,2
20200619,家騏有限公司,全盛美食有限公司,1
20200619,玖億珍鮮食品有限公司,統鮮美食股份有限公司,1
20200619,雅勝冷凍食品股份有限公司,久翔食品股份有限公司,1
20200620,盛隆食品有限公司,愛欣食品有限公司,2
20200620,雅勝冷凍食品股份有限公司,統鮮美食股份有限公司,1
20200620,中華民國全國漁會,食家安飲食文化股份有限公司,1
20200620,泓霖食品工業有限公司,宏遠國際餐飲股份有限公司,3
20200620,泓霖食品有限公司,味味美食有限公司,2
20200620,保證責任南投縣名間鄉菇菌類生產合作社,統鮮美食股份有限公司,1
20200620,祥亮行銷事業股份有限公司,雙翼食品有限公司,1
20200620,林岵屺企業股份有限公司,食家安飲食文化股份有限公司,1
20200620,百士達食品有限公司,愛欣食品有限公司,2
20200620,鮮湧企業股份有限公司,統鮮美食股份有限公司,1
20200620,今元肉品股份有限公司,久翔食品股份有限公司,1
20200620,大台北興業有限公司,食家安飲食文化股份有限公司,1
20200620,超秦企業股份有限公司,雙翼食品有限公司,1
20200620,萬偉股份有限公司,上將食品有限公司,2
20200620,中華民國全國漁會,雙翼食品有限公司,1
20200620,祥圃實業股份有限公司,食家安飲食文化股份有限公司,1
20200620,復進企業股份有限公司,全盛美食有限公司,1
20200620,玖億珍鮮食品有限公司,久翔食品股份有限公司,1
20200620,超秦企業股份有限公司,全盛美食有限公司,3
20200620,中央畜產有限公司,雙翼食品有限公司,2
20200620,三統食品有限公司,愛欣食品有限公司,1
20200620,泓霖食品工業有限公司,上將食品有限公司,1
20200620,玖億珍鮮食品有限公司,宏遠國際餐飲股份有限公司,1
20200620,家騏有限公司,統鮮美食股份有限公司,2
20200620,東昇米糧食品有限公司,統鮮美食股份有限公司,2
20200620,家騏有限公司,久翔食品股份有限公司,3
20200620,復進企業股份有限公司,統鮮美食股份有限公司,2
20200620,三統食品有限公司,統鮮美食股份有限公司,1
20200620,瑞飛興業有限公司,雙翼食品有限公司,2
20200620,萬偉股份有限公司,全盛美食有限公司,1
20200620,冠霖物流有限公司,雙翼食品有限公司,1
20200620,中華民國全國漁會,上將食品有限公司,1
20200620,三統食品有限公司,珍品軒食品有限公司,2
20200620,萬偉股份有限公司,久翔食品股份有限公司,1
20200621,泓霖食品工業有限公司,上將食品有限公司,1
20200622,三統食品有限公司,上將食品有限公司,1
20200622,冠霖物流有限公司,統鮮美食股份有限公司,1
20200622,家騏有限公司,久翔食品股份有限公司,2
20200622,祥亮行銷事業股份有限公司,統鮮美食股份有限公司,1
20200622,冠霖物流有限公司,上將食品有限公司,2
20200622,鮮湧企業股份有限公司,統鮮美食股份有限公司,1
20200622,瑞飛興業有限公司,雙翼食品有限公司,1
20200622,今元肉品股份有限公司,雙翼食品有限公司,1
20200622,泓霖食品有限公司,久翔食品股份有限公司,2
20200622,冠霖物流有限公司,全盛美食有限公司,1
20200622,雅勝冷凍食品股份有限公司,百原食品有限公司,2
20200622,三統食品有限公司,全盛美食有限公司,1
20200622,冠霖物流有限公司,雙翼食品有限公司,3
20200622,澤宇冷凍食品有限公司,寬大食品有限公司,3
20200622,百士達食品有限公司,愛欣食品有限公司,3
20200622,泓霖食品工業有限公司,上將食品有限公司,2
20200622,玖億珍鮮食品有限公司,統鮮美食股份有限公司,1
20200622,超秦企業股份有限公司,雙翼食品有限公司,1
20200622,東豪冷凍食品股份有限公司,雙翼食品有限公司,1
20200622,祥圃實業股份有限公司,食家安飲食文化股份有限公司,1
20200622,新力香食品有限公司,寬大食品有限公司,1
20200622,鼎耀國際食品股份有限公司,統鮮美食股份有限公司,1
20200622,洽富實業股份有限公司,食家安飲食文化股份有限公司,2
20200622,台全珍豬工業股份有限公司,雙翼食品有限公司,2
20200622,巨富食品股份有限公司,食家安飲食文化股份有限公司,3
20200622,三統食品有限公司,味味美食有限公司,4
20200622,萬偉股份有限公司,上將食品有限公司,2
20200622,家騏有限公司,雙翼食品有限公司,1
20200622,菖駿企業社,愛欣食品有限公司,1
20200622,中華民國全國漁會,雙翼食品有限公司,1
20200622,三統食品有限公司,珍品軒食品有限公司,1
20200622,津悅食品有限公司(富源成食品工業),宏遠國際餐飲股份有限公司,1
20200622,盛隆食品有限公司,愛欣食品有限公司,1
20200622,超秦企業股份有限公司,全盛美食有限公司,2
20200622,林岵屺企業股份有限公司,食家安飲食文化股份有限公司,1
20200623,三統食品有限公司,珍品軒食品有限公司,2
20200623,復進企業股份有限公司,統鮮美食股份有限公司,1
20200623,超秦企業股份有限公司,全盛美食有限公司,3
20200623,中華民國全國漁會,雙翼食品有限公司,3
20200623,盛隆食品有限公司,愛欣食品有限公司,1
20200623,雅勝冷凍食品股份有限公司,統鮮美食股份有限公司,1
20200623,立園商行,上將食品有限公司,1
20200623,台全珍豬工業股份有限公司,雙翼食品有限公司,1
20200623,巨富食品股份有限公司,食家安飲食文化股份有限公司,1
20200623,玖億珍鮮食品有限公司,久翔食品股份有限公司,1
20200623,今元肉品股份有限公司,雙翼食品有限公司,1
20200623,泓霖食品工業有限公司,宏遠國際餐飲股份有限公司,1
20200623,泓霖食品有限公司,味味美食有限公司,1
20200623,萬偉股份有限公司,上將食品有限公司,1
20200623,泓霖食品工業有限公司,全盛美食有限公司,1
20200623,冠霖物流有限公司,愛欣食品有限公司,1
20200623,三統食品有限公司,百原食品有限公司,3
20200623,冠霖物流有限公司,全盛美食有限公司,1
20200623,百士達食品有限公司,愛欣食品有限公司,4
20200623,冠霖物流有限公司,雙翼食品有限公司,1
20200623,三統食品有限公司,全盛美食有限公司,2
20200623,巨富工業有限公司,寬大食品有限公司,1
20200623,泳祐實業有限公司,統鮮美食股份有限公司,1
20200623,澤宇冷凍食品有限公司,寬大食品有限公司,1
20200623,祥亮行銷事業股份有限公司,統鮮美食股份有限公司,1
20200623,泓霖食品有限公司,久翔食品股份有限公司,2
20200623,冠霖物流有限公司,上將食品有限公司,1
20200623,三統食品有限公司,上將食品有限公司,3
20200623,家騏有限公司,統鮮美食股份有限公司,1
20200623,雅勝冷凍食品股份有限公司,百原食品有限公司,1
20200623,祥圃實業股份有限公司,食家安飲食文化股份有限公司,1
20200623,萬偉股份有限公司,全盛美食有限公司,1
20200624,泓霖食品工業有限公司,上將食品有限公司,2
20200624,雅勝冷凍食品股份有限公司,百原食品有限公司,1
20200624,瑞飛興業有限公司,雙翼食品有限公司,1
20200624,鼎耀食品股份有限公司,久翔食品股份有限公司,1
20200624,玖億珍鮮食品有限公司,久翔食品股份有限公司,1
20200624,祥圃實業股份有限公司,食家安飲食文化股份有限公司,1
20200624,三統食品有限公司,上將食品有限公司,1
20200624,尚品肉鬆實業有限公司,食家安飲食文化股份有限公司,1
20200624,今元肉品股份有限公司,雙翼食品有限公司,2
20200624,泓霖食品有限公司,久翔食品股份有限公司,1
20200624,三統食品有限公司,全盛美食有限公司,2
20200624,冠霖物流有限公司,雙翼食品有限公司,3
20200624,泳祐實業有限公司,統鮮美食股份有限公司,1
20200624,澤宇冷凍食品有限公司,寬大食品有限公司,3
20200624,佳晉食品有限公司,百原食品有限公司,1
20200624,超秦企業股份有限公司,雙翼食品有限公司,2
20200624,三統食品有限公司,百原食品有限公司,1
20200624,家騏有限公司,久翔食品股份有限公司,3
20200624,萬偉股份有限公司,上將食品有限公司,2
20200624,雅勝冷凍食品股份有限公司,久翔食品股份有限公司,1
20200624,國麟農產品企業社,寬大食品有限公司,1
20200624,復進企業股份有限公司,統鮮美食股份有限公司,3
20200624,洽富實業股份有限公司,食家安飲食文化股份有限公司,1
20200624,祖德素食有限公司,統鮮美食股份有限公司,1
20200624,中華民國全國漁會,味味美食有限公司,1
20200624,家騏有限公司,雙翼食品有限公司,1
20200624,祥亮行銷事業股份有限公司,雙翼食品有限公司,1
20200624,三統食品有限公司,珍品軒食品有限公司,2
20200627,鼎耀國際食品股份有限公司,統鮮美食股份有限公司,1
20200627,十方物聯有限公司,統鮮美食股份有限公司,1
20200627,復進企業股份有限公司,全盛美食有限公司,2
20200627,超秦企業股份有限公司,全盛美食有限公司,1
20200627,三統食品有限公司,統鮮美食股份有限公司,1
20200627,東昇米糧食品有限公司,統鮮美食股份有限公司,2
20200628,三統食品有限公司,愛欣食品有限公司,1
